user,text,Positive,Negative,Neutral,Compound,Sentiment,tokenized,no_stopword,stemmed,lemmatized
Captain_Morga,what about the fucking low key porn thats on your fucking site,0.0,0.187,0.813,-0.4124,Negative,"['what', 'about', 'the', 'fucking', 'low', 'key', 'porn', 'thats', 'on', 'your', 'fucking', 'site']",fucking low key porn thats fucking site,"['fuck', 'low', 'key', 'porn', 'that', 'fuck', 'site']","['fuck', 'low', 'key', 'porn', 'thats', 'fuck', 'site']"
FreeKraviz,bien bastante habis tardado pero bien ahora a por las putas en piscinas de bolas las putas gamers y las,0.0,0.0,1.0,0.0,Neutral,"['bien', 'bastante', 'habis', 'tardado', 'pero', 'bien', 'ahora', 'a', 'por', 'las', 'putas', 'en', 'piscinas', 'de', 'bolas', 'las', 'putas', 'gamers', 'y', 'las']",bien bastante habis tardado pero bien ahora por las putas en piscinas de bolas las putas gamers las,"['bien', 'bastant', 'habi', 'tardado', 'pero', 'bien', 'ahora', 'por', 'las', 'puta', 'en', 'piscina', 'de', 'bola', 'las', 'puta', 'gamer', 'las']","['bien', 'bastante', 'habis', 'tardado', 'pero', 'bien', 'ahora', 'por', 'la', 'putas', 'en', 'piscinas', 'de', 'bolas', 'las', 'putas', 'gamers', 'las']"
Lavisnuggles,not enough nothing will change in the grand scheme of things,0.214,0.0,0.786,0.4588,Positive,"['not', 'enough', 'nothing', 'will', 'change', 'in', 'the', 'grand', 'scheme', 'of', 'things']",enough nothing change grand scheme things,"['enough', 'noth', 'chang', 'grand', 'scheme', 'thing']","['enough', 'nothing', 'change', 'grand', 'scheme', 'thing']"
Shurjoka,finally ,0.0,0.0,1.0,0.0,Neutral,['finally'],finally,['final'],['finally']
xoyres,and when will halfnaked women in swimming pools be banned,0.0,0.231,0.769,-0.4588,Negative,"['and', 'when', 'will', 'halfnaked', 'women', 'in', 'swimming', 'pools', 'be', 'banned']",halfnaked women swimming pools banned,"['halfnak', 'women', 'swim', 'pool', 'ban']","['halfnaked', 'woman', 'swim', 'pool', 'ban']"
PepsiManIsBest,how tf did you adress the gambling almost instantly while your website is still very much a fucking camgirl,0.0,0.0,1.0,0.0,Neutral,"['how', 'tf', 'did', 'you', 'adress', 'the', 'gambling', 'almost', 'instantly', 'while', 'your', 'website', 'is', 'still', 'very', 'much', 'a', 'fucking', 'camgirl']",tf adress gambling almost instantly website still much fucking camgirl,"['tf', 'adress', 'gambl', 'almost', 'instant', 'websit', 'still', 'much', 'fuck', 'camgirl']","['tf', 'adress', 'gamble', 'almost', 'instantly', 'website', 'still', 'much', 'fucking', 'camgirl']"
fraolfekadu38,the beginning of the end no rights for the content creators if you try to live inside your circle of frie,0.0,0.091,0.909,-0.296,Negative,"['the', 'beginning', 'of', 'the', 'end', 'no', 'rights', 'for', 'the', 'content', 'creators', 'if', 'you', 'try', 'to', 'live', 'inside', 'your', 'circle', 'of', 'frie']",beginning end rights content creators try live inside circle frie,"['begin', 'end', 'right', 'content', 'creator', 'tri', 'live', 'insid', 'circl', 'frie']","['begin', 'end', 'right', 'content', 'creator', 'try', 'live', 'inside', 'circle', 'frie']"
adjaragudju2005,s1ngleonfire1,0.0,0.0,1.0,0.0,Neutral,['s1ngleonfire1'],s1ngleonfire1,['s1ngleonfire1'],['s1ngleonfire1']
PunchoYT,xd,0.828,0.0,0.172,0.7027,Positive,['xd'],xd,['xd'],['xd']
xii40387311,rip xposed,0.0,0.0,1.0,0.0,Neutral,"['rip', 'xposed']",rip xposed,"['rip', 'xpose']","['rip', 'xposed']"
DaZeppelin_,elmiillor como va el dia compa,0.0,0.0,1.0,0.0,Neutral,"['elmiillor', 'como', 'va', 'el', 'dia', 'compa']",elmiillor como va el dia compa,"['elmiillor', 'como', 'va', 'el', 'dia', 'compa']","['elmiillor', 'como', 'va', 'el', 'dia', 'compa']"
MvuroMvuro, amouranth,0.0,0.0,1.0,0.0,Neutral,['amouranth'],amouranth,['amouranth'],['amouranth']
Zackory_,as they let people have sex on the website crazy,0.0,0.194,0.806,-0.34,Negative,"['as', 'they', 'let', 'people', 'have', 'sex', 'on', 'the', 'website', 'crazy']",let people sex website crazy,"['let', 'peopl', 'sex', 'websit', 'crazi']","['let', 'people', 'sex', 'website', 'crazy']"
RawCyberHub,ban games  madden  nba2k   or any game that has loot boxes  thats gambling maybe them devs will stop doing that crap,0.0,0.307,0.693,-0.8126,Negative,"['ban', 'games', 'madden', 'nba', '2k', 'or', 'any', 'game', 'that', 'has', 'loot', 'boxes', 'thats', 'gambling', 'maybe', 'them', 'devs', 'will', 'stop', 'doing', 'that', 'crap']",ban games madden nba 2k game loot boxes thats gambling maybe devs stop crap,"['ban', 'game', 'madden', 'nba', '2k', 'game', 'loot', 'box', 'that', 'gambl', 'mayb', 'dev', 'stop', 'crap']","['ban', 'game', 'madden', 'nba', '2k', 'game', 'loot', 'box', 'thats', 'gamble', 'maybe', 'devs', 'stop', 'crap']"
ImLeon90,what about soft porn and only fans models,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'soft', 'porn', 'and', 'only', 'fans', 'models']",soft porn fans models,"['soft', 'porn', 'fan', 'model']","['soft', 'porn', 'fan', 'model']"
LegacySenpaii,yet youll let the girls be butt ass naked on stream all day and make it a hot tub category ,0.0,0.156,0.844,-0.5423,Negative,"['yet', 'youll', 'let', 'the', 'girls', 'be', 'butt', 'ass', 'naked', 'on', 'stream', 'all', 'day', 'and', 'make', 'it', 'a', 'hot', 'tub', 'category']",yet youll let girls butt ass naked stream day make hot tub category,"['yet', 'youll', 'let', 'girl', 'butt', 'ass', 'nake', 'stream', 'day', 'make', 'hot', 'tub', 'categori']","['yet', 'youll', 'let', 'girl', 'butt', 'as', 'naked', 'stream', 'day', 'make', 'hot', 'tub', 'category']"
cl0udnaut,finally,0.0,0.0,1.0,0.0,Neutral,['finally'],finally,['final'],['finally']
EmmaofEngland,what about bingo,0.0,0.0,1.0,0.0,Neutral,"['what', 'about', 'bingo']",bingo,['bingo'],['bingo']
FlosumPos,all gambling fuck off with this bullshit,0.0,0.571,0.429,-0.8402,Negative,"['all', 'gambling', 'fuck', 'off', 'with', 'this', 'bullshit']",gambling fuck bullshit,"['gambl', 'fuck', 'bullshit']","['gamble', 'fuck', 'bullshit']"
mille41,autsch orangemorangee,0.0,0.0,1.0,0.0,Neutral,"['autsch', 'orangemorangee']",autsch orangemorangee,"['autsch', 'orangemorange']","['autsch', 'orangemorangee']"
SneakyPandaaa,sleepycookiie wie die meisten denken casino wrde wirklich verboten werden,0.0,0.281,0.719,-0.5994,Negative,"['sleepycookiie', 'wie', 'die', 'meisten', 'denken', 'casino', 'wrde', 'wirklich', 'verboten', 'werden']",sleepycookiie wie die meisten denken casino wrde wirklich verboten werden,"['sleepycookii', 'wie', 'die', 'meisten', 'denken', 'casino', 'wrde', 'wirklich', 'verboten', 'werden']","['sleepycookiie', 'wie', 'die', 'meisten', 'denken', 'casino', 'wrde', 'wirklich', 'verboten', 'werden']"
DailloTbo,parfait maintenant on interdit les stream dnuds hophophop,0.0,0.0,1.0,0.0,Neutral,"['parfait', 'maintenant', 'on', 'interdit', 'les', 'stream', 'dnuds', 'hophophop']",parfait maintenant interdit les stream dnuds hophophop,"['parfait', 'mainten', 'interdit', 'les', 'stream', 'dnud', 'hophophop']","['parfait', 'maintenant', 'interdit', 'les', 'stream', 'dnuds', 'hophophop']"
GoldenCrowbar,that shouldnt be your priority,0.0,0.0,1.0,0.0,Neutral,"['that', 'shouldnt', 'be', 'your', 'priority']",shouldnt priority,"['shouldnt', 'prioriti']","['shouldnt', 'priority']"
swaggawrld_,elonmusk make u streaming platform to get twitch outbof business,0.0,0.0,1.0,0.0,Neutral,"['elonmusk', 'make', 'u', 'streaming', 'platform', 'to', 'get', 'twitch', 'outbof', 'business']",elonmusk make u streaming platform get twitch outbof business,"['elonmusk', 'make', 'u', 'stream', 'platform', 'get', 'twitch', 'outbof', 'busi']","['elonmusk', 'make', 'u', 'stream', 'platform', 'get', 'twitch', 'outbof', 'business']"
PointClarkePC,huge l again,0.535,0.0,0.465,0.3182,Positive,"['huge', 'l', 'again']",huge l,"['huge', 'l']","['huge', 'l']"
B11_Brandon,cest d  cette histoire ,0.0,0.0,1.0,0.0,Neutral,"['cest', 'd', 'cette', 'histoire']",cest cette histoire,"['cest', 'cett', 'histoir']","['c', 'cette', 'histoire']"
CNinja104,eijtrooper this mf gonna be homeless now,0.0,0.0,1.0,0.0,Neutral,"['eijtrooper', 'this', 'mf', 'gonna', 'be', 'homeless', 'now']",eijtrooper mf gonna homeless,"['eijtroop', 'mf', 'gonna', 'homeless']","['eijtrooper', 'mf', 'gonna', 'homeless']"
ScienceTiny,i didnt even know that was a thing well as long as it doesnt extend to virtual things like pokemons ga,0.191,0.063,0.746,0.4735,Positive,"['i', 'didnt', 'even', 'know', 'that', 'was', 'a', 'thing', 'well', 'as', 'long', 'as', 'it', 'doesnt', 'extend', 'to', 'virtual', 'things', 'like', 'pokemons', 'ga']",didnt even know thing well long doesnt extend virtual things like pokemons ga,"['didnt', 'even', 'know', 'thing', 'well', 'long', 'doesnt', 'extend', 'virtual', 'thing', 'like', 'pokemon', 'ga']","['didnt', 'even', 'know', 'thing', 'well', 'long', 'doesnt', 'extend', 'virtual', 'thing', 'like', 'pokemons', 'ga']"
RicoWolny,hey twitch good update but please deleted hot tub pool streams,0.329,0.0,0.671,0.5994,Positive,"['hey', 'twitch', 'good', 'update', 'but', 'please', 'deleted', 'hot', 'tub', 'pool', 'streams']",hey twitch good update please deleted hot tub pool streams,"['hey', 'twitch', 'good', 'updat', 'pleas', 'delet', 'hot', 'tub', 'pool', 'stream']","['hey', 'twitch', 'good', 'update', 'please', 'delete', 'hot', 'tub', 'pool', 'stream']"
